会社コード,業種名,和文社名,住所,電話,設立年月,lat,lon
480148,貨物運送,フェラーリ・ロジスティクス・ジャパン（株）,東京都中央区京橋１－６－１３　ＶＯＲＴ京橋２ビル２階,03-5524-7760,201302,35.6776324,139.7718002
480150,その他卸売,Ｆｏｓｃａｒｉｎｉ　Ｊａｐａｎ（株）,東京都港区南麻布３－１９－２３　オーク南麻布ビル２階,03-4580-1510,201603,35.6473872,139.7300369
480154,鉄鋼・金属卸売,Ａｌｔｅａｍｓ　Ｊａｐａｎ（株）,神奈川県横浜市中区尾上町４－５７　横浜尾上町ビルディング８階,045-285-1624,201605,35.4459185,139.635207
480155,情報・システム・ソフト,Ｒｅａｋｔｏｒ　Ｊａｐａｎ（株）,東京都渋谷区恵比寿３－２８－２　Ｓｒｅｅｄ　ＥＢＩＳＵ４階,03-6447-7476,201402,35.6437805,139.715683
480156,食料品卸売,クリスチャン・ハンセン・ジャパン（株）,東京都港区芝３－４３－１６　ＫＤＸ三田ビル１０階,03-3457-8720,200709,35.6506625,139.7451999
480159,精密機器卸売,オリジオ・ジャパン（株）,神奈川県横浜市中区日本大通１１　横浜情報文化センター４階,045-319-6580,201204,35.4462405,139.6428978
480160,他製造業,サノボテクノロジー（株）,東京都港区芝１－９－６　マツラビル６階,03-6809-3700,199804,35.651231,139.7550434
480162,情報・システム・ソフト,（株）オセロ,東京都渋谷区恵比寿１－１９－１５　ウノサワ東急ビル７階,03-6408-2809,201609,35.6474157,139.7132495
480163,その他卸売,（株）プロテインテック・ジャパン,東京都江東区東陽２－２－２０　東陽駅前ビル,03-5632-9712,201611,35.666358,139.8159928
480164,精密機器卸売,ＤＩＯデジタル（株）,東京都中央区日本橋本町４－１５－１１　市橋ビル９階,03-6231-0822,201610,35.6900898,139.77673
480166,他サービス,（株）Ｃａｎｃｅｒ　Ｐｒｅｃｉｓｉｏｎ　Ｍｅｄｉｃｉｎｅ,神奈川県川崎市高津区坂戸３－２－１,－,201707,35.5947841,139.6208244
480169,機械卸売,アトラスコプコ（株）,東京都港区芝公園１－１－１　住友不動産御成門タワー８階,03-6809-2538,201711,35.6606374,139.7518279
480170,コンサルティング,ロスチャイルド・アンド・コー・ジャパン（株）,東京都港区赤坂９－７－１　ミッドタウン・タワー４３階,03-6450-1200,201703,35.6662186,139.7303961
480171,他サービス,ノース・アメリカン・サイエンス・アソシエイツ・ジャパン合同会社,東京都中央区日本橋本町３－７－２　ＭＦＰＲ日本橋本町ビル３階,03-6803-5645,201711,35.6891307,139.7763505
480172,投資業等,トレードウェブ・ジャパン（株）,東京都中央区京橋２－２－１　京橋エドグラン２６階,03-4233-1253,201701,35.6773686,139.7694908
480173,生命保険,アフラック生命保険（株）,東京都新宿区西新宿２－１－１　新宿三井ビル,03-5908-6410,201804,35.6919097,139.6939012
480174,情報・システム・ソフト,（株）ＬＧ　ＣＮＳ　ジャパン,東京都中央区京橋２－１－３　京橋トラストタワー１２階,03-5299-9278,201312,35.6778093,139.77012
480175,投信・投資顧問,ティー・ロウ・プライス・ジャパン（株）,東京都千代田区丸の内１－９－２　グラントウキョウサウスタワー１０階,03-6758-3800,201804,35.678574,139.7672846
480177,生命保険,カーディフ生命保険（株）,東京都渋谷区桜丘町２０－１　渋谷インフォスタワー９階,03-6415-6350,201707,35.655329,139.7009496
480178,損害保険,カーディフ損害保険（株）,東京都渋谷区桜丘町２０－１　渋谷インフォスタワー９階,03-6415-6340,201707,35.655329,139.7009496
480179,情報・システム・ソフト,ＰＨＣメディコム（株）,東京都台東区上野１－４－８　上野横山ビル１階,03-3837-3734,199409,35.7056831,139.7707644
480180,電気機器卸売,Ｖｉｃｏｒ（株）,東京都品川区西五反田８－９－５　ＦＯＲＥＣＡＳＴ五反田ＷＥＳＴ６階,03-5487-3016,201707,35.6209147,139.7199376
480181,不動産,（株）アスコット,東京都渋谷区神宮前３－１－３０　Ｄａｉｗａ青山ビル,03-6721-0248,199904,35.6695701,139.7147134
480183,他サービス,（株）エム・エイチ・グループ,東京都渋谷区千駄ケ谷１－１１－１,03-5411-7222,199004,35.6773044,139.7109878
490005,他サービス,ＴＮＯ　ＪＡＰＡＮ（株）,神奈川県横浜市港北区新横浜３－７－１８　日総第１８ビル,045-594-7519,201804,35.5097517,139.6169604
490007,精密機器卸売,トロフィー・ラジオロジー・ジャパン（株）,東京都中央区日本橋蛎殻町１－３９－５　水天宮北辰ビル８階,03-5847-1101,199208,35.6833527,139.7843667
490010,医薬品卸売,ファーハイジャパン薬業（株）,愛知県名古屋市中区丸の内３－４－３０　クエスト丸の内ビル９階,052-212-5035,201707,35.1772695,136.9051303
490011,その他卸売,（株）ＳＥＡＰＡジャパン,大阪府大阪市北区大深町３－１　グランフロント大阪　北館８階コラボｎｘ,050-3561-8240,201805,34.7053446,135.4945926
490012,その他卸売,ＥｃｏＳｅａ　Ｔｅｃｈ合同会社,大阪府大阪市浪速区難波中２－１０－７０　なんばパークスタワー１９階,06-7662-8931,201808,34.6614333,135.5019199
490013,電気機器卸売,ギャランツジャパン（株）,大阪府大阪市中央区北浜１－５－５　大阪平和ビル１階,06-6222-2388,201601,34.6907746,135.5079226
490014,人材派遣・業務請負,博新商事（株）,大阪府大阪市中央区農人橋２－１－３１　第６松屋ビル９９０,06-7713-3339,201806,34.6811093,135.5134655
490016,電気機器,スタンデックスエレクトロニクスジャパン（株）,山梨県甲府市大津町１０８８－７,055-208-1770,199610,35.6002874,138.5645398
490018,他サービス,（株）アイジェノミクス・ジャパン,東京都中央区日本橋人形町２－７－１０　エル人形町４階,03-6667-0456,201703,35.68674,139.7833206
490022,コンサルティング,ケンブリッジコンサルタンツ（株）,東京都港区南青山３－１－３　スプライン青山東急ビル６階,03-4405-8083,201502,35.6687088,139.7161569
490024,精密機器,ＡＫＡ（株）,東京都渋谷区神南１－６－５　Ｔｈｅ　Ｈｉｖｅ　Ｊｉｎｎａｎ,03-6886-5229,201511,35.6642987,139.6995674
490030,化学卸売,サフトジャパン（株）,東京都港区赤坂４－２－１９　赤坂シャスタ・イースト８階,03-6206-6269,201511,35.675301,139.7350657
490032,電気機器卸売,マキシオンジャパン（株）,東京都港区港南２－１６－１　品川イーストワンタワー７階,03-6894-4010,200910,35.627763,139.7407736
490035,電気機器,ＪＯＹＮＥＸＴ（株）,東京都港区虎ノ門３－２２－１　虎ノ門桜ビル６階,03-6450-1881,201612,35.6615435,139.7481588
490038,電気機器卸売,ＳＡＭＰＯ　ＪＡＰＡＮ（株）,大阪府大阪市中央区安土町３－２－１４　イワタニ第二ビル,06-4256-2777,201801,34.6843019,135.5033434
490039,石油・燃料卸売,アラムコ・アジア・ジャパン（株）,東京都千代田区丸の内２－４－１　丸の内ビルディング２６階,03-6367-3737,201203,35.6811829,139.7637704
490041,他サービス,日本ＭＳＤ合同会社,東京都千代田区九段北１－１３－１２　北の丸スクエア,03-6272-0088,201403,35.6957677,139.7505941
490042,他サービス,（株）ＪＡＬ　ＣＡＥ　ＦＬＩＧＨＴ　ＴＲＡＩＮＩＮＧ,東京都大田区羽田空港３－６－８　ＪＡＬ第２テクニカルセンター,03-6631-0671,200312,35.5409386,139.7938873
490043,精密機器卸売,ｅｍｋａ　ＴＥＣＨＮＯＬＯＧＩＥＳ（株）,大阪府大阪市淀川区西中島３－１０－１２　サムティ西中島ビル４階,06-6476-7135,201400,34.7278015,135.5001984
490044,食料品,Ｄａｎｄｅｌｉｏｎ　Ｃｈｏｃｏｌａｔｅ　Ｊａｐａｎ（株）,東京都台東区蔵前４－１４－６,03-5833-7271,201505,35.7036358,139.7896746
490045,情報・システム・ソフト,ロケットソフトウェアジャパン（株）,神奈川県横浜市西区みなとみらい３－６－３　ＭＭパークビル４階,045-670-8900,201504,35.4585635,139.6326171
490048,電気機器卸売,Ｒｉｅｄｅｌ　Ｃｏｍｍｕｎｉｃａｔｉｏｎｓ　Ｊａｐａｎ（株）,東京都渋谷区南平台町７－９　ＤＥＮ　ＦＬＡＴ南平台１０１,03-6233-7674,201506,35.6532774,139.698297
490050,コンサルティング,ディアラス・コンサルティング・ジャパン（株）,東京都港区虎ノ門１－１７－１　虎ノ門ヒルズビジネスタワー１５階,03-6860-8288,201504,35.6678347,139.7500377
490051,他金融,マニュライフ・ファイナンシャル・アドバイザーズ（株）,東京都港区六本木３－２－１　六本木グランドタワー３７階,03-4233-7900,201808,35.6645869,139.7377776
490053,広告,（株）行楽ジャパン,東京都中央区八丁堀３－１８－６　ＰＭＯ八丁堀３４階,03-6275-2938,200706,35.6747868,139.7762766
490054,情報・システム・ソフト,日本ナブトール（株）,神奈川県横浜市西区みなとみらい３－６－１　みなとみらいセンタービル１９階,050-5357-6030,201508,35.45768,139.6332995
490055,電気機器,ＷＷＳ－ＪＡＰＡＮ（株）,京都府京都市上京区飛鳥井町２５５－１０　今出川永縄ビル２階,075-223-3570,201503,35.0298487,135.7527926
490056,他サービス,アルマック・ファーマシューティカル・サービス（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー２９階,03-4233-9178,201207,35.6668216,139.7494178
490057,他サービス,ＧＯＦＬＵＥＮＴ（株）,東京都中央区日本橋人形町３－４－７　三勝ビル３階,03-6459-0367,201004,35.6863808,139.7810668
490058,情報・システム・ソフト,ＧｕｍＧｕｍ　Ｊａｐａｎ（株）,東京都千代田区丸の内１－６－５　丸の内北口ビルディング　ＷｅＷｏｒｋ,050-1745-0198,201707,35.6839599,139.7668803
490059,精密機器卸売,エイデータテクノロジージャパン（株）,東京都千代田区外神田６－１３－１０　プロステック秋葉原９階,03-5807-0011,201408,35.7031967,139.7710519
490062,不動産,ＭｅｔｒｏＲｅｓｉｄｅｎｃｅｓ　Ｊａｐａｎ（株）,東京都港区赤坂９－２－１３　ｎｉｎｅｔｙｔｗｏ１３－３０３号,03-4405-5226,201703,35.6680481,139.7321217
490063,情報・システム・ソフト,（株）ＰａｔｅｎｔＳｉｇｈｔ　Ｊａｐａｎ,東京都港区東麻布１－９－１５　東麻布一丁目ビル６階,03-4405-3481,201710,35.6576467,139.7441667
490064,情報・システム・ソフト,ペガジャパン（株）,東京都千代田区平河町１－１－１　平河町コート８階,03-3221-2455,201101,35.6831721,139.7414518
490065,情報・システム・ソフト,セキュアワークス（株）,東京都千代田区大手町１－２－１　ＯｔｅｍａｃｈｉＯｎｅタワー１７階,03-4400-9373,201505,35.6879122,139.7631803
490066,情報・システム・ソフト,スキーデータ合同会社,東京都千代田区内神田１－４－２　大手町ポイントビル５階,03-3294-2200,200805,35.6900232,139.7654675
490067,他サービス,ホフマンジャパン（株）,東京都中央区京橋２－７－１４　ビュレックス京橋４０１,03-5159-5750,200009,35.6768545,139.7713181
490071,コンサルティング,Ｋｎｏｅｌｌ　Ｊａｐａｎ（株）,東京都中央区日本橋２－１６－４　ＷＯＲＫ　ＢＡＳＥ　Ｎｉｈｏｍｂａｓｈｉ　８・９階,03-6262-5485,201601,35.6798733,139.7757202
490073,精密機器卸売,バイタログラフ・ジャパン（株）,東京都中央区日本橋本町４－７－１０,03-6737-9177,201601,35.6899224,139.7751357
490076,映像・音楽,ＴＥＪＩＸ（株）,山梨県笛吹市一宮町石１３４２－１,03-4579-5843,201306,35.6393936,138.7113195
490078,旅行,ＬＹ－ＨＩＳトラベル（株）,東京都中央区新川１－２２－１１　茅場町イーストスクエア９階,03-6699-8103,201512,35.6773521,139.7851425
490081,その他卸売,ｖａ－Ｑ－ｔｅｃ　Ｊａｐａｎ合同会社,東京都港区虎ノ門５－１３－１　虎ノ門４０ＭＴビル７階,－,201704,35.6633809,139.7457635
490082,輸送用機器卸売,アウマ・エンジニアド・プロダクト（株）,神奈川県横浜市西区みなとみらい２－３－１　クイーンズタワーＡ棟９０７－Ｂ,045-319-6167,201512,35.4557834,139.6330448
490083,情報・システム・ソフト,（株）沖縄ハイシンク,沖縄県うるま市州崎１４－２９　沖縄ＩＴ津梁パーク企業集積施設６号棟,098-989-8830,201508,26.3404041,127.8633107
490084,情報・システム・ソフト,（株）ハイシンク創研,京都府京都市下京区中堂寺粟田町９１　京都リサーチパーク９号館７階,075-322-7088,201610,34.9955939,135.7372269
490085,他サービス,ディーシージェイ（株）,山形県東置賜郡川西町大字下小松２７２２－１,0238-33-9471,201608,38.0308614,140.0543388
490086,他サービス,（株）クレディセイフ企業情報,福岡県福岡市博多区上呉服町１－８,03-4588-2070,201609,33.5968179,130.4113906
490087,精密機器卸売,コンメッド・ジャパン（株）,東京都港区新橋５－２０－４　新虎サウスビル８階,03-6435-8170,201603,35.6634122,139.7538479
490089,情報・システム・ソフト,ＴＭＡ　Ｓｏｌｕｔｉｏｎｓ　Ｊａｐａｎ（株）,東京都港区新橋５－２７－１　パークプレイス４階,03-6432-4994,200611,35.6629158,139.7547158
490090,航空,Ｓｉｌｋ　Ｗａｙ　Ｗｅｓｔ　Ａｉｒｌｉｎｅｓ　ＬＬＣ（東京支店）,東京都港区西新橋１－１８－６　クロスオフィス内幸町１３階,03-6206-6195,201506,35.6677834,139.7533903
490091,海運,Ｏｒｉｅｎｔ　Ｏｖｅｒｓｅａｓ　Ｃｏｎｔａｉｎｅｒ　Ｌｉｎｅ　Ｌｉｍｉｔｅｄ（日本支社）,東京都品川区大崎１－１１－２　ゲートシティ大崎イーストタワー８階,03-3493-6001,‥,35.6186335,139.7319993
490092,その他卸売,ＧＶＳジャパン（株）,東京都新宿区西新宿７－１０－１２　ＫＫＤビル４階,03-5937-1447,201203,35.6941508,139.6982172
490094,情報・システム・ソフト,ドキュサイン・ジャパン（株）,東京都港区虎ノ門４－３－１　城山トラストタワー３５階,03-4577-9801,201505,35.6646397,139.7430889
490095,情報・システム・ソフト,ＱＮＡＰ（株）,東京都荒川区荒川７－５０－９　センターまちや５０２Ｄ号室,03-5901-9735,201510,35.742318,139.7806717
490097,情報・システム・ソフト,Ｄｒｕｖａ合同会社,東京都千代田区大手町１－９－２　大手町フィナンシャルシティグランキューブ３階グローバルビジネスハブ東京ＢＤ３４２,03-6890-8667,201602,35.6887187,139.7648682
490100,情報・システム・ソフト,Ｉｎｆｉｎｉｄａｔ　Ｊａｐａｎ合同会社,東京都千代田区大手町１－９－２　大手町フィナンシャルシティグランキューブ３階,03-4243-6343,201601,35.6884052,139.7647492
490103,情報・システム・ソフト,ニューメリックス・ジャパン（株）,東京都千代田区丸の内１－６－５,03-4545-2180,200106,35.6839569,139.7668878
490107,情報・システム・ソフト,ＮｅｘｔＤｒｉｖｅ（株）,東京都港区西麻布３－１９－２２,03-6432-9616,201701,35.6599991,139.7262384
490109,情報・システム・ソフト,（株）Ｚａｎｒｏｏ　Ｊａｐａｎ,東京都中央区京橋３－３－１３　平和ビル３号館３階,03-5324-2817,201704,35.6756199,139.7681032
490110,情報・システム・ソフト,Ｓｙｍｐｈｏｎｙ　Ｃｏｍｍｕｎｉｃａｔｉｏｎ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ合同会社,東京都千代田区大手町１－９－２　大手町フィナンシャルシティグランキューブ３階,－,201711,35.6884052,139.7647492
490111,精密機器卸売,ＭＧＩ　Ｔｅｃｈ　Ｊａｐａｎ（株）,東京都中央区明石町８－１　聖路加タワー３５階,03-6260-6398,201712,35.6669425,139.7784923
490112,パルプ・紙,ＤＡＤＤＹ’Ｓ　ＣＨＯＩＣＥ　ＪＡＰＡＮ（株）,兵庫県神戸市東灘区向洋町中１－１７　Ａｓｉａ　Ｏｎｅ　Ｃｅｎｔｅｒ　１００１,078-200-5302,201707,34.6906128,135.2699905
490113,その他卸売,コパンジャパン（株）,兵庫県神戸市中央区港島南町５－５－２　神戸国際ビジネスセンタービル６階,078-599-9460,201803,34.6573393,135.2166823
490116,電気機器,ＡＵＸ　ＪＡＰＡＮ（株）,兵庫県神戸市東灘区向洋町中１－１７　Ａｓｉａ　Ｏｎｅ　Ｃｅｎｔｅｒ　１００２,078-803-8200,201805,34.6906128,135.2699905
490117,その他卸売,グリップルジャパン（株）,兵庫県神戸市兵庫区築地町２－５７,078-681-2121,201810,34.6652826,135.1792186
490119,コンサルティング,（株）イノハーブインターナショナル,兵庫県神戸市中央区磯上通４－１－１４　三宮スカイビル７階,078-777-5698,201712,34.6924829,135.199985
490126,他サービス,ジョブサポートパワー（株）,東京都立川市曙町２－３４－７　ファーレイーストビル８階,042-522-0395,200101,35.7021559,139.4147554
490127,電気機器卸売,鮮食（株）,大阪府大阪市中央区農人橋２－１－３５,06-4301-3633,201807,34.6810834,135.513847
490128,精密機器卸売,日本エバテック（株）,大阪府大阪市中央区北浜３－１－２１　松崎ビル８階,06-4708-8750,201807,34.6925951,135.5016437
490129,電気機器,（株）テックポイントジャパン,東京都港区西新橋２－１１－６　ニュー西新橋ビル４階,03-6205-8405,201511,35.6663806,139.7519914
490134,その他卸売,シュメアザール（株）,神奈川県横浜市港北区新横浜３－９－５　新横浜第３東昇ビル,045-476-5777,201712,35.5113743,139.6190318
490135,輸送用機器卸売,ＧＨＳＰジャパン（株）,静岡県浜松市中区板屋町１１０－５　浜松第一生命日通ビル３階,053-450-5203,201808,34.706241,137.7352688
490136,輸送機器,プラット＆ホイットニー・ジャパン（株）,東京都港区虎ノ門４－３－１　城山トラストタワー３０階,03-6457-9622,198804,35.6646397,139.7430889
490137,情報・システム・ソフト,マイクロフォーカスエンタープライズ（株）,東京都港区赤坂９－７－１　ミッドタウン・タワー１９階,03-5635-0872,201610,35.6662186,139.7303961
490138,化学,ダウ・東レ（株）,東京都品川区東品川２－２－２４　天王洲セントラルタワー,03-5460-4380,201806,35.6228215,139.7486778
490140,その他卸売,Ｏ＆Ｍ　Ｈａｌｙａｒｄ　Ｊａｐａｎ合同会社,東京都港区芝公園２－６－３　芝公園フロントタワー１２階,03-4565-4576,201806,35.655824,139.7507194
490142,鉄鋼・金属卸売,エイチ・シー・スタルク・タングステン合同会社,東京都港区海岸１－２－２０　汐留ビルディング３階,03-6721-8050,201803,35.6568217,139.759378
490143,鉄鋼・金属卸売,エイチ・シー・スタルクＦａｂｒｉｃａｔｅｄ　Ｐｒｏｄｕｃｔｓ合同会社,東京都港区海岸１－２－２０　汐留ビルディング３階,03-6721-8048,201803,35.6568217,139.759378
490144,電気機器卸売,日本ハネウェル（株）,東京都港区海岸１－１６－１　ニューピア竹芝サウスタワー２０階,03-6730-7108,200404,35.6534029,139.7625892
490145,電気機器,パイオニア（株）,東京都文京区本駒込２－２８－８　文京グリーンコート,03-6634-8777,194705,35.7299992,139.7475843
490146,化学,ダウ・ケミカル日本（株）,東京都品川区東品川２－２－２４　天王洲セントラルタワー,0120-103-742,201609,35.6228215,139.7486778
500001,医薬品,ＰＲＡヘルスサイエンス（株）,大阪府大阪市中央区久太郎町４－１－３　大阪センタービル１１階,－,198703,34.6813477,135.4997012
500006,建設,ＫＩＮＧＳＭＥＮ－ＮＡＳＳＡＬ（株）,大阪府大阪市北区天神橋２－２－８　日宝南森町ビル２階２号,06-6755-4101,201811,34.6957848,135.5113676
500009,他サービス,Ａｍｐｌｅｘｏｒ　Ｊａｐａｎ合同会社,兵庫県神戸市中央区海岸通６　建隆ビル５０７号室,078-322-2080,201900,34.686443,135.1915343
500011,その他卸売,Ｓｖａｎｅｈｏｊ　Ｊａｐａｎ合同会社,兵庫県神戸市中央区磯上通５－１－２４　三光ビル５０２,－,201907,34.6929487,135.1991618
500017,投信・投資顧問,Ｄｙｍｏｎ　Ａｓｉａ　Ｃａｐｉｔａｌ　Ｊａｐａｎ（株）,東京都中央区日本橋兜町６－５　兜町第６平和ビル３階,03-3527-2961,201808,35.6820765,139.7787072
500018,輸送機器,ＭＳＳＬ　Ｊａｐａｎ（株）,愛知県名古屋市中区丸の内１－１６－４　ＢＰＲプレイス名古屋丸の内４階,052-218-5550,201004,35.1737272,136.8952208
500025,精密機器,ロッチオーニ・ジャパン（株）,愛知県名古屋市東区葵３－２３－７　千種ファーストビルＮ８階,052-908-4801,201704,35.1704592,136.9284286
500027,他サービス,日本マーテック（株）,愛知県名古屋市名東区上社４－１３０,052-705-1688,200711,35.1708832,137.0063644
500030,機械卸売,タンカースジャパン合同会社,愛知県名古屋市中区千代田５－７－５　パークヒルズ千代田,052-212-8803,201612,35.1604802,136.9181882
500031,損害保険,スコール・エスイー（日本支店）,東京都千代田区紀尾井町３－１２　紀尾井町ビル,03-6380-8245,201904,35.6823569,139.7367421
500032,鉄鋼・金属卸売,シューコー・ジャパン（株）,東京都港区新橋４－１－１　新虎通りＣＯＲＥ,03-3434-1195,201811,35.6652533,139.7537924
500033,情報・システム・ソフト,ＷＩＢＵ－ＳＹＳＴＥＭＳ（株）,神奈川県横浜市港北区新横浜３－８－８　日総第１６ビル６階,03-4360-8205,201810,35.5107194,139.6184741
500036,情報・システム・ソフト,スマートアイ・ジャパン（株）,東京都千代田区神田錦町１－１７－５　神田橋ＰＲ－ＥＸ３階,03-6273-7725,201807,35.6911318,139.7635669
500037,機械卸売,ＯＭＥＧＡ　ＡＩＲ合同会社,神奈川県横浜市中区桜木町１－１－７　ヒューリックみなとみらい１０階,045-228-5118,201809,35.4523319,139.6305695
500039,精密機器卸売,Ｓｙｎｏｌｏｇｙ　Ｊａｐａｎ（株）,東京都千代田区東神田３－１－２　ユニゾ東神田三丁目ビル４階,03-6260-8834,201801,35.6970314,139.7804026
500041,他サービス,Ｃａｖｅｎｄｉｓｈ　Ｎｕｃｌｅａｒ　Ｊａｐａｎ（株）,東京都墨田区錦糸１－２－１　アルカセントラル１４階リージャス東京アルカセントラルオフィス１０４号,－,201810,35.6973487,139.8114691
500042,精密機器卸売,ＰＲＯＰＨＥＳＥＥ合同会社,東京都千代田区永田町２－１１－１　山王パークタワー４階,－,201902,35.6731479,139.7406938
500046,コンサルティング,Ｇｕｉｄｅｐｏｉｎｔ　Ｇｌｏｂａｌ　Ｊａｐａｎ合同会社,東京都港区南麻布４－１１－２２　南麻布Ｔ＆Ｆビル８階,050-1743-9353,201710,35.6471568,139.728206
500047,他サービス,Ｕｂｅｒ　Ｊａｐａｎ（株）,東京都港区六本木１－９－１０　アークヒルズ仙石山森タワー３１階,03-4588-5452,201211,35.6634093,139.741803
500050,繊維・衣服卸売,（株）ケリングジャパン,東京都渋谷区神宮前５－１－５,03-6712-5797,200106,35.6659345,139.7101583
500051,精密機器卸売,（株）ケリングアイウエアジャパン,東京都中央区銀座４－３－１,－,201504,35.6725943,139.7646968
500052,情報・システム・ソフト,ティブコパートナーソリューションズ（株）,東京都港区港南２－１６－１　品川イーストワンタワー４階,03-6890-3944,201708,35.627763,139.7407736
500053,他サービス,サイネオス・ヘルス合同会社,東京都中央区日本橋２－１－３　アーバンネット日本橋二丁目ビル５階,03-3516-8601,200708,35.6826041,139.7725962
500054,他サービス,サイネオス・ヘルス・コマーシャル（株）,東京都中央区日本橋２－１－３　アーバンネット日本橋二丁目ビル５階,03-3516-8601,201807,35.6826041,139.7725962
500055,その他卸売,（株）ルーフタイルグループジャパン,東京都千代田区紀尾井町３－８　第２紀尾井町ビル７階,03-3264-8701,201310,35.6823569,139.7367421
500056,損害保険,Ｓｗｉｓｓ　Ｒｅ　Ａｓｉａ　Ｐｔｅ．　Ｌｔｄ．（日本支店）,東京都千代田区丸の内３－２－３　丸の内二重橋ビル２２階,03-5219-7800,202001,35.6777775,139.7615096
500057,その他卸売,ニューウェルブランズ・ジャパン合同会社,東京都港区芝浦４－９－２５　芝浦スクエアビル９階,03-6866-0990,200803,35.6399623,139.7459685
500058,航空,マレーシア・エアラインズ・バハード（日本支社）,東京都港区西新橋１－１２－１０　３階,03-6550-8322,201411,35.6686139,139.7535104
500059,通信・放送,リーチ・ネットワークス（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴビル１４階,03-5404-3439,199907,35.6634944,139.744526
510002,医薬品,ファイザー（株）,東京都渋谷区代々木３－２２－７　新宿文化クイントビル,03-5309-7000,201901,35.6863313,139.6951259
510003,他サービス,エアロダインジャパン（株）,東京都渋谷区道玄坂１－１２－１　渋谷マークシティ２２階,03-4360-5665,201807,35.6581085,139.6986263
510005,他製造業,Ｎａｖｉｇｉｌジャパン（株）,神奈川県横浜市港北区高田東１－１６－３３,090-9621-5869,202007,35.5476166,139.6263021
510006,電力・ガス,アイチューザー（株）,東京都渋谷区恵比寿１－１３－６　恵比寿ＩＳビル７階,03-4590-8066,201711,35.6472505,139.7120003
510009,電気機器卸売,グローバスメディカル（株）,東京都港区東新橋２－３－３　ルオーゴ汐留１０階,03-6402-3311,199400,35.6626328,139.7582206
510011,情報・システム・ソフト,ＴＳＴジャパン（株）,大阪府東大阪市荒本北１－４－１　クリエイション・コア東大阪南館,－,202008,34.6792873,135.5994562
510013,機械卸売,三方機械工業（股）（日本支店）,大阪府大阪市住之江区南港北２－１－１０　ＡＴＣビルＯ´ｓ５２０,－,202006,34.6380488,135.411274
510019,情報・システム・ソフト,アイデミア・ジャパン（株）,東京都渋谷区恵比寿南３－１－１　恵比寿グリーングラス５階,03-6265-6115,200204,35.6460585,139.7066824
510021,不動産,ＰＡＴＲＩＺＩＡ　Ｊａｐａｎ（株）,東京都港区赤坂３－１－２　ＢＩＺＣＯＲＥ赤坂見附６階,03-4563-2900,201902,35.6774952,139.7366824
510025,食料品卸売,ＣＴ　Ｓｐｉｒｉｔｓ　Ｊａｐａｎ（株）,東京都渋谷区神宮前２－２６－５,03-5856-5815,200810,35.673965,139.7103446
510027,他サービス,Ｐｌｕｇ　ａｎｄ　Ｐｌａｙ　Ｊａｐａｎ（株）,東京都渋谷区道玄坂１－１６－３　渋谷センタープレイス３階,－,201707,35.6568411,139.6981996
510028,人材派遣・業務請負,日越ＢＩＣグループ（株）,東京都港区港南２－１６－４　品川グランドセントラルタワー８階,03-6863-4762,201912,35.6266147,139.7407736
510032,情報・システム・ソフト,ＳＷＡＴ　Ｍｏｂｉｌｉｔｙ　Ｊａｐａｎ（株）,東京都中央区日本橋２－１－１７　丹生ビル２階,－,202002,35.6823665,139.7724291
510035,情報・システム・ソフト,Ａｐｐｔｉｏ（株）,東京都港区赤坂９－７－１　ミッドタウンタワー１８階,03-6625-5344,202003,35.6662186,139.7303961
510036,電気機器卸売,ゼンデュア・ジャパン（株）,東京都渋谷区千駄ヶ谷５－２７－５　リンクスクエア新宿１６階,03-6823-5824,201912,35.6865275,139.7028382
510042,情報・システム・ソフト,（株）ＴＳクラウド,長野県上田市中央２－１０－１５　千曲錦ビル,050-1748-5071,202003,36.400455,138.2540885
510044,不動産,東渡ジャパン（株）,東京都中央区銀座１－８－７　ＶＯＲＴ銀座ＤＤＩ７階,03-5579-9779,201701,35.6740972,139.7686087
510045,情報・システム・ソフト,オートメーション・エニウェア・ジャパン（株）,東京都港区北青山２－１４－４　ジ・アーガイル・アオヤマ,03-4586-4601,201803,35.6696082,139.7157907
510051,電気機器,（株）あすかソリューション,神奈川県横浜市中区尾上町５－８０　神奈川中小企業センタービル７階,045-306-5957,201908,35.4470027,139.6336132
510055,その他卸売,ラーソン・ジュール・ニッポン（株）,神奈川県大和市福田６－８－２,046-215-2061,199706,35.4433685,139.4600267
510058,情報・システム・ソフト,ＣＭ．ｃｏｍ　Ｊａｐａｎ（株）,東京都渋谷区神宮前６－２８－９　東武ビル６階,03-6892-4177,201803,35.6668835,139.7039614
510063,情報・システム・ソフト,Ｐａｌａｎｔｉｒ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｊａｐａｎ（株）,東京都渋谷区神宮前６－１２－１８　Ｉｃｅｂｅｒｇ６階,－,201910,35.6663723,139.704278
510064,倉庫・物流関連,Ｃｒａｎｅ　Ｗｏｒｌｄｗｉｄｅ　Ｌｏｇｉｓｔｉｃｓ合同会社,東京都渋谷区恵比寿西２－４－８　ウィンド恵比寿ビル３階,03-6416-0426,201802,35.6509943,139.7073867
